order_id,customer_id,order_date,status,region_code
O000159,,2024-12-09 09:56:10,PLACED,EAST
O000160,C00897,2025-05-11 22:36:15,DELIVERED,EAST
O000161,C00354,2026-05-08 21:59:31,PLACED,EAST
O000162,C00518,2024-09-12 20:26:59,SHIPPED,NORTH
O000163,C00254,2025-12-24 03:23:11,DELIVERED,SOUTH
O000164,C00706,2025-11-27 08:37:11,DELIVERED,WEST
O000165,C00536,2025-07-28 18:33:38,PLACED,SOUTH
O000166,C00126,2024-09-20 10:36:49,DELIVERED,EAST
O000167,C00405,2024-08-29 07:06:47,DELIVERED,SOUTH
O000168,C00661,2026-02-05 11:22:58,DELIVERED,SOUTH
O000169,C00349,2025-09-10 10:05:52,SHIPPED,NORTH
O000170,C00092,2025-09-04 06:20:22,DELIVERED,NORTH
O000171,C00332,2024-11-13 10:22:34,DELIVERED,WEST
O000172,C00652,2024-12-05 20:44:29,DELIVERED,WEST
O000173,C00308,2026-06-28 13:03:27,RETURNED,WEST
O000174,C00280,2025-06-07 19:23:48,DELIVERED,SOUTH
O000175,C00424,2026-06-27 07:42:07,PLACED,NORTH
O000176,C00944,2025-01-25 12:02:58,DELIVERED,SOUTH
O000177,C00406,2025-04-24 03:42:50,SHIPPED,SOUTH
O000178,C00584,2025-12-31 09:00:36,DELIVERED,EAST
O000179,C00006,2025-06-20 12:06:55,RETURNED,SOUTH
O000180,C00853,2025-06-20 02:00:34,DELIVERED,WEST
O000181,C00035,2026-06-23 12:00:27,DELIVERED,NORTH
O000182,C00676,2025-10-20 21:40:09,DELIVERED,NORTH
O000183,C00364,2026-04-09 23:21:34,PLACED,SOUTH
O000184,C00009,2026-05-18 06:19:22,DELIVERED,NORTH
O000185,C00466,26-08-2024 00:25:17,SHIPPED,SOUTH
O000186,C00935,2024-08-26 09:22:31,SHIPPED,EAST
O000187,C00694,2026-05-14 12:32:18,DELIVERED,EAST
O000188,C00384,2025-09-26 05:26:17,DELIVERED,SOUTH
O000189,C00730,2026-06-25 00:55:50,DELIVERED,NORTH
O000190,C00958,2025-03-31 02:15:27,SHIPPED,EAST
O000191,C00325,2024-08-07 14:38:33,PLACED,NORTH
O000192,C00764,2026-06-12 17:23:04,SHIPPED,EAST
O000193,C00969,2026-02-27 05:10:49,RETURNED,SOUTH
O000194,C00461,2024-08-12 20:18:55,SHIPPED,NORTH
O000195,C00819,2026-03-28 04:05:44,SHIPPED,WEST
O000196,C00986,2025-05-20 11:20:25,SHIPPED,WEST
O000197,C00211,2026-05-20 01:14:48,DELIVERED,SOUTH
O000198,C00727,2024-12-23 04:46:38,DELIVERED,WEST
O000199,C00755,2026-05-05 23:33:03,DELIVERED,WEST
O000200,C00506,2026-01-30 12:33:23,DELIVERED,EAST
O000201,C00335,2025-11-01 00:39:23,DELIVERED,WEST
O000202,C00760,2024-10-01 06:58:19,SHIPPED,EAST
O000203,C00657,2026-05-19 12:35:03,PLACED,NORTH
O000204,C00245,2024-07-29 22:11:19,SHIPPED,NORTH
O000205,C00331,2025-01-24 04:24:18,CANCELLED,NORTH
O000206,C00674,2026-05-10 04:33:21,SHIPPED,EAST
O000207,C00460,2026-04-30 08:24:51,RETURNED,SOUTH
O000208,C00439,2026-04-08 11:13:27,SHIPPED,SOUTH
O000209,C00351,2026-01-16 11:09:17,SHIPPED,SOUTH
O000210,C00203,2025-01-10 04:25:38,DELIVERED,SOUTH
O000211,C00021,2025-09-23 11:59:17,DELIVERED,SOUTH
O000212,C00502,2026-03-07 11:37:15,CANCELLED,WEST
O000213,C00467,2024-12-10 17:25:57,DELIVERED,SOUTH
O000214,C00408,2024-10-04 02:08:31,SHIPPED,WEST
O000215,C00834,2025-02-13 08:36:03,RETURNED,WEST
O000216,C00671,2025-09-27 14:21:42,SHIPPED,WEST
O000217,C00197,2025-09-04 23:51:17,DELIVERED,SOUTH
O000218,C00031,2025-11-15 00:54:07,PLACED,NORTH
O000219,C00059,2025-06-16 12:10:48,DELIVERED,SOUTH
O000220,C00770,2025-07-25 23:50:02,DELIVERED,WEST
O000221,C00754,2025-10-10 16:48:50,DELIVERED,NORTH
O000222,C00734,2024-11-21 01:00:24,DELIVERED,WEST
O000223,C00092,2024-08-11 15:10:18,DELIVERED,EAST
O000224,C00815,2025-02-28 04:00:18,DELIVERED,WEST
O000225,,2024-09-15 03:44:31,RETURNED,EAST
O000226,C00616,2026-05-26 07:12:57,DELIVERED,NORTH
O000227,C00754,2025-01-13 00:56:44,DELIVERED,SOUTH
O000228,C00357,2025-08-17 11:44:05,DELIVERED,SOUTH
O000229,C00805,2024-12-11 21:38:02,CANCELLED,NORTH
O000230,C00310,2025-01-06 05:57:43,RETURNED,NORTH
O000231,C00186,2026-05-05 07:37:38,PLACED,NORTH
O000232,C00322,2024-11-22 03:24:00,DELIVERED,NORTH
O000233,C00434,2026-05-17 09:25:38,CANCELLED,EAST
O000234,C00564,2025-08-08 06:07:29,PLACED,EAST
O000235,C00277,2024-11-03 06:45:45,DELIVERED,EAST
O000236,C00897,2025-11-26 12:43:41,DELIVERED,EAST
O000237,C00274,2026-04-28 20:56:08,DELIVERED,WEST
O000238,C00946,2025-05-22 06:04:24,DELIVERED,EAST
O000239,C00590,2025-05-02 03:09:50,PLACED,WEST
O000240,C00173,2025-12-31 16:21:23,SHIPPED,EAST
O000241,C00347,2025-03-26 03:05:08,SHIPPED,WEST
O000242,C00633,2024-09-09 20:10:58,SHIPPED,NORTH
O000243,C00104,2025-01-31 11:43:51,DELIVERED,WEST
O000244,C00384,2025-09-24 14:45:10,RETURNED,WEST
O000245,C00432,2024-08-14 14:52:31,RETURNED,EAST
O000246,C00131,2025-08-27 01:57:18,DELIVERED,SOUTH
O000247,C00014,2025-03-12 10:54:12,RETURNED,NORTH
O000248,C00802,2026-07-01 08:42:58,RETURNED,SOUTH
O000249,C00053,2026-01-01 18:54:59,SHIPPED,WEST
O000250,C00287,2024-10-24 22:21:35,DELIVERED,EAST
O000251,C00134,2025-07-19 08:59:56,DELIVERED,EAST
O000252,C00671,2025-01-27 07:39:18,CANCELLED,EAST
O000253,C00735,2025-10-02 11:40:45,RETURNED,NORTH
O000254,C00835,2026-06-15 03:05:51,SHIPPED,WEST
O000255,C00041,2025-04-23 13:28:14,DELIVERED,SOUTH
O000256,C00271,2025-09-05 04:28:39,DELIVERED,NORTH
O000257,C00670,2026-04-16 05:48:54,DELIVERED,EAST
O000258,C00190,2025-01-09 15:46:50,SHIPPED,EAST
O000259,C00623,2024-12-06 11:37:34,DELIVERED,WEST
O000260,C00103,2024-08-03 13:02:19,DELIVERED,NORTH
O000261,C00109,2025-06-25 07:15:31,DELIVERED,WEST
O000262,C00106,2024-10-27 02:07:12,PLACED,SOUTH
O000263,C00232,2026-06-13 21:54:15,CANCELLED,WEST
O000264,C00942,2024-08-27 04:19:30,DELIVERED,SOUTH
O000265,C00797,2025-06-05 13:34:47,DELIVERED,WEST
O000266,C00093,2024-11-20 14:59:43,DELIVERED,WEST
O000267,C00831,02-07-2026 11:25:42,RETURNED,NORTH
O000268,C00996,2025-09-17 16:24:11,DELIVERED,NORTH
O000269,C00858,2024-12-21 09:19:42,SHIPPED,NORTH
O000270,C00697,2025-10-22 02:56:12,DELIVERED,EAST
O000271,C00634,2025-08-18 15:03:06,DELIVERED,NORTH
O000272,C00067,2024-07-24 18:22:54,CANCELLED,SOUTH
O000273,C00513,2025-08-18 08:32:27,PLACED,WEST
O000274,C00529,2026-03-29 05:44:18,DELIVERED,SOUTH
O000275,C00016,2025-05-26 03:06:10,PLACED,NORTH
O000276,C00583,2025-07-20 18:35:45,CANCELLED,SOUTH
O000277,C00108,2024-12-23 03:36:13,DELIVERED,WEST
O000278,C00477,2025-01-14 08:17:17,DELIVERED,WEST
O000279,,2024-12-20 00:19:59,DELIVERED,WEST
O000280,C00217,2026-06-13 22:27:35,PLACED,NORTH
O000281,C00772,2025-02-01 20:36:49,DELIVERED,SOUTH
O000282,C00512,2024-11-07 06:36:35,PLACED,WEST
O000283,C00387,2025-02-12 15:53:55,DELIVERED,EAST
O000284,C00717,2025-10-22 22:36:41,DELIVERED,EAST
O000285,C00167,2025-08-07 19:05:01,DELIVERED,EAST
O000286,C00201,2024-11-17 21:01:17,CANCELLED,WEST
O000287,C00675,2025-09-11 06:25:19,DELIVERED,NORTH
O000288,C00760,2025-06-21 14:46:46,RETURNED,SOUTH
O000289,C00267,2024-12-22 19:23:24,DELIVERED,SOUTH
O000290,,2024-11-23 23:50:59,SHIPPED,SOUTH
O000291,C00106,2026-03-15 12:16:28,CANCELLED,NORTH
O000292,C00104,2024-08-04 22:14:50,PLACED,WEST
O000293,C00163,2025-03-30 12:22:57,PLACED,SOUTH
O000294,C00281,2024-10-15 20:55:54,DELIVERED,WEST
O000295,C00905,2026-03-16 08:28:11,PLACED,WEST
O000296,C00331,2025-01-19 20:25:23,DELIVERED,SOUTH
O000297,C00223,2025-04-24 07:49:15,DELIVERED,WEST
O000298,C00877,2024-07-17 23:28:27,DELIVERED,NORTH
O000299,C00306,2025-10-22 01:05:00,SHIPPED,EAST
O000300,C00970,2025-04-09 19:54:58,DELIVERED,SOUTH
O000301,C00458,2025-12-30 01:25:55,DELIVERED,EAST
O000302,,2025-02-20 00:02:43,PLACED,SOUTH
O000303,C00592,2024-12-11 00:06:25,SHIPPED,WEST
O000304,C00218,2025-12-09 22:42:40,SHIPPED,NORTH
O000305,C00413,2025-04-22 01:48:50,PLACED,NORTH
O000306,C00904,2025-08-31 21:35:25,DELIVERED,EAST
O000307,C00341,2024-12-05 09:52:49,PLACED,EAST
O000308,C00993,2024-07-15 01:05:34,PLACED,NORTH
O000309,C00680,2026-03-16 00:17:36,DELIVERED,NORTH
O000310,C00442,2024-10-12 16:08:43,RETURNED,WEST
O000311,C00702,2026-06-10 13:43:37,DELIVERED,EAST
O000312,C00880,2026-02-07 13:16:04,RETURNED,SOUTH
O000313,C00897,2026-02-25 13:54:08,SHIPPED,SOUTH
O000314,C00958,2025-07-14 23:32:46,RETURNED,WEST
O000315,C00144,2025-05-18 16:47:51,DELIVERED,EAST
O000316,C00782,2025-10-27 10:15:22,RETURNED,NORTH
O000317,C00148,2025-12-02 13:25:16,DELIVERED,EAST
O000318,C00518,2024-09-07 12:29:44,SHIPPED,SOUTH
O000319,C00401,2024-10-30 23:37:11,PLACED,WEST
O000320,C00667,2026-04-08 23:13:17,RETURNED,WEST
O000321,C00286,2026-05-18 19:09:44,DELIVERED,WEST
O000322,C00238,2024-10-30 01:10:02,DELIVERED,SOUTH
O000323,C00945,2026-03-31 17:17:21,PLACED,EAST
O000324,C00099,2024-12-03 09:34:08,DELIVERED,NORTH
O000325,C00874,2024-09-19 23:37:59,PLACED,NORTH
O000326,C00297,2025-03-27 21:55:41,CANCELLED,EAST
O000327,C00513,2026-04-07 10:45:03,DELIVERED,EAST
O000328,C00784,2025-02-08 03:03:05,DELIVERED,NORTH
O000329,C00758,2024-10-04 02:40:27,PLACED,NORTH
O000330,C00713,2026-07-01 22:45:27,PLACED,EAST
O000331,C00738,2024-09-09 11:13:27,SHIPPED,EAST
O000332,C00753,2025-02-23 23:55:38,DELIVERED,EAST
O000333,C00637,2024-10-01 16:08:27,DELIVERED,EAST
O000334,C00020,2025-08-10 23:12:33,SHIPPED,WEST
O000335,C00955,2026-01-11 23:37:55,DELIVERED,EAST
O000336,C00256,2025-05-11 19:46:44,SHIPPED,EAST
O000337,C00865,2025-09-04 10:47:24,DELIVERED,EAST
O000338,C00890,2025-03-03 05:21:28,DELIVERED,SOUTH
O000339,,2025-03-03 10:55:35,PLACED,EAST
O000340,C00482,2025-05-11 04:11:29,SHIPPED,SOUTH
O000341,C00752,2024-11-15 02:01:22,DELIVERED,WEST
O000342,C00456,2025-09-05 20:15:41,PLACED,EAST
O000343,C00152,2026-04-21 16:07:30,PLACED,NORTH
O000344,C00571,2025-05-09 12:32:16,DELIVERED,NORTH
O000345,C00419,2025-10-02 18:58:49,DELIVERED,NORTH
O000346,C00287,2024-10-20 16:29:50,DELIVERED,WEST
O000347,C00322,2025-04-30 14:17:37,DELIVERED,SOUTH
O000348,C00553,2025-01-28 09:42:12,DELIVERED,EAST
O000349,C00077,2025-12-14 19:27:48,DELIVERED,NORTH
O000350,C00601,2025-02-24 06:22:35,DELIVERED,SOUTH
O000351,C00598,2025-07-06 00:44:01,CANCELLED,SOUTH
O000352,C00436,2025-10-31 19:52:26,DELIVERED,SOUTH
O000353,C00935,2025-11-23 08:24:40,PLACED,WEST
O000354,C00786,2024-09-16 05:13:52,DELIVERED,SOUTH
O000355,,2024-11-16 21:51:44,DELIVERED,EAST
O000356,,2026-01-19 05:08:28,DELIVERED,WEST
O000357,C00993,2025-11-07 21:28:46,RETURNED,EAST
O000358,C00577,2025-05-27 19:20:10,PLACED,SOUTH
O000359,C00061,2025-03-28 22:30:06,SHIPPED,EAST
O000360,C00171,2024-11-06 11:06:46,DELIVERED,WEST
O000361,C00331,2025-07-29 03:51:29,DELIVERED,SOUTH
O000362,C00551,2024-10-17 10:49:48,PLACED,SOUTH
O000363,C00208,2024-12-16 12:56:32,SHIPPED,NORTH
O000364,C00631,2025-11-09 15:20:19,RETURNED,NORTH
O000365,C00081,2025-02-17 14:51:12,SHIPPED,WEST
O000366,C00011,2025-07-18 01:22:19,DELIVERED,EAST
O000367,C00032,2025-11-08 04:50:48,DELIVERED,NORTH
O000368,C00754,2024-11-24 11:37:12,PLACED,NORTH
O000369,C00740,2025-12-23 09:52:44,DELIVERED,NORTH
O000370,C00086,2024-08-27 17:48:31,DELIVERED,NORTH
O000371,C00642,2025-01-02 09:23:59,PLACED,SOUTH
O000372,C00205,2025-05-11 17:54:47,DELIVERED,EAST
O000373,C00831,2025-05-04 15:32:03,DELIVERED,EAST
O000374,C00033,2025-12-25 06:50:30,DELIVERED,EAST
O000375,C00192,2025-05-22 14:39:53,PLACED,WEST
O000376,C00945,2026-03-17 07:43:31,DELIVERED,SOUTH
O000377,C00001,2025-02-03 14:29:38,SHIPPED,SOUTH
O000378,C00099,2025-06-03 13:36:08,SHIPPED,WEST
O000379,C00446,2025-08-11 05:21:46,SHIPPED,WEST
O000380,C00699,2024-10-30 00:01:24,DELIVERED,WEST
O000381,,2026-05-14 06:35:46,SHIPPED,EAST
O000382,C00800,2025-06-22 02:33:26,RETURNED,WEST
O000383,C00265,2026-04-04 09:05:48,DELIVERED,NORTH
O000384,C00379,2025-06-24 06:29:08,DELIVERED,SOUTH
O000385,C00745,2025-11-30 23:07:36,DELIVERED,SOUTH
O000386,C00935,2024-11-09 15:46:35,DELIVERED,SOUTH
O000387,C00282,2025-01-19 17:43:01,DELIVERED,SOUTH
O000388,C00227,2025-05-04 08:55:57,DELIVERED,EAST
O000389,C00213,2026-01-06 20:29:37,DELIVERED,WEST
O000390,C00442,2024-08-05 18:46:06,SHIPPED,SOUTH
O000391,C00614,2025-07-20 05:17:01,RETURNED,EAST
O000392,,2025-02-27 13:49:58,PLACED,WEST
O000393,C00701,2025-07-27 09:57:57,DELIVERED,SOUTH
O000394,C00212,2025-10-26 16:53:57,SHIPPED,SOUTH
O000395,C00267,2026-01-14 12:56:08,RETURNED,NORTH
O000396,C00740,2025-09-09 06:31:28,DELIVERED,SOUTH
O000397,C00282,2024-12-03 13:43:37,CANCELLED,EAST
O000398,C00653,2025-02-15 03:29:28,SHIPPED,WEST
O000399,C00351,2025-02-09 16:19:36,DELIVERED,NORTH
O000400,C00537,2025-02-05 20:52:21,PLACED,EAST
O000401,C00285,2025-01-24 09:04:17,CANCELLED,EAST
O000402,C00476,2024-09-03 20:00:59,DELIVERED,WEST
O000403,C00499,2024-07-23 03:38:14,DELIVERED,WEST
O000404,C00647,2025-12-15 00:42:37,SHIPPED,SOUTH
O000405,C00184,2025-09-29 06:29:25,DELIVERED,SOUTH
O000406,C00950,2026-02-18 06:19:39,DELIVERED,SOUTH
O000407,C00276,2025-04-09 01:10:13,DELIVERED,EAST
O000408,C00144,2025-04-19 10:03:04,DELIVERED,EAST
O000409,C00165,2025-11-17 08:47:49,CANCELLED,WEST
O000410,C00156,2026-03-08 18:46:31,DELIVERED,EAST
O000411,C00619,2024-08-05 13:18:00,DELIVERED,WEST
O000412,C00580,2024-08-15 02:06:10,DELIVERED,EAST
O000413,C00156,2024-09-25 14:51:55,DELIVERED,WEST
O000414,,2025-06-08 22:19:35,DELIVERED,EAST
O000415,C00323,2026-05-17 15:22:38,RETURNED,SOUTH
O000416,C00762,2025-02-11 21:13:47,SHIPPED,WEST
O000417,,2025-09-16 22:04:25,CANCELLED,NORTH
O000418,,2026-03-15 16:06:06,DELIVERED,WEST
O000419,C00031,2025-05-22 21:50:42,SHIPPED,EAST
O000420,C00893,2025-09-03 10:44:43,DELIVERED,SOUTH
O000421,C00877,2025-10-06 14:04:57,PLACED,WEST
O000422,C00414,2026-04-03 12:25:33,DELIVERED,EAST
O000423,C00928,2026-04-21 11:00:31,PLACED,NORTH
O000424,C00416,2025-02-17 23:49:35,PLACED,EAST
O000425,C00730,2025-07-03 18:38:46,CANCELLED,SOUTH
O000426,C00544,2024-12-22 12:53:29,DELIVERED,SOUTH
O000427,C00400,2025-09-18 00:39:39,CANCELLED,NORTH
O000428,C00752,2024-09-19 10:58:45,DELIVERED,SOUTH
O000429,C00972,2025-08-28 12:57:06,DELIVERED,SOUTH
O000430,C00902,2025-06-27 17:12:43,SHIPPED,WEST
O000431,C00654,2025-04-26 08:56:36,DELIVERED,EAST
O000432,C00892,2025-08-08 10:48:25,DELIVERED,NORTH
O000433,C00025,2025-06-14 12:29:17,PLACED,WEST
